Combination,Accuracy,Precision,Recall,F1 Score,Next_Day_Prediction
ATR RSI_14 SMA_10 Bearish_Crossover Volume_Pressure,0.5394736842105263,0.4937254901960784,0.49404761904761907,0.49304364398704026,0
ATR RSI_14 SMA_10 High_Volatility Volume_Pressure,0.5,0.45384615384615384,0.45535714285714285,0.45427059712774,0
ATR RSI_14 SMA_30 Bullish_Momentum Bearish_Momentum,0.5,0.45384615384615384,0.45535714285714285,0.45427059712774,0
ATR RSI_14 SMA_30 Bullish_Momentum Bearish_Crossover,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
ATR RSI_14 SMA_30 Bullish_Momentum High_Volatility,0.47368421052631576,0.43452380952380953,0.43452380952380953,0.43452380952380953,0
ATR RSI_14 SMA_30 Bullish_Momentum Volume_Pressure,0.4473684210526316,0.40625,0.40625,0.40625,0
ATR RSI_14 SMA_30 Bearish_Momentum Bearish_Crossover,0.5,0.4439102564102564,0.4479166666666667,0.44461538461538463,0
ATR RSI_14 SMA_30 Bearish_Momentum High_Volatility,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
ATR RSI_14 SMA_30 Bearish_Momentum Volume_Pressure,0.47368421052631576,0.43452380952380953,0.43452380952380953,0.43452380952380953,0
ATR RSI_14 SMA_30 Bearish_Crossover High_Volatility,0.5,0.46279761904761907,0.46279761904761907,0.46279761904761907,0
ATR RSI_14 SMA_30 Bearish_Crossover Volume_Pressure,0.5394736842105263,0.485233798195242,0.48660714285714285,0.4835954183653659,0
ATR RSI_14 SMA_30 High_Volatility Volume_Pressure,0.5,0.4439102564102564,0.4479166666666667,0.44461538461538463,0
ATR RSI_14 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
ATR RSI_14 Bullish_Momentum Bearish_Momentum High_Volatility,0.5921052631578947,0.5589569160997732,0.5580357142857143,0.5583880037488285,0
ATR RSI_14 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.4605263157894737,0.4422128259337562,0.43898809523809523,0.4386597009547829,0
ATR RSI_14 Bullish_Momentum Bearish_Crossover High_Volatility,0.6052631578947368,0.5758928571428572,0.5758928571428572,0.5758928571428572,0
ATR RSI_14 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5260869565217392,0.5267857142857143,0.5260454878943508,0
ATR RSI_14 Bullish_Momentum High_Volatility Volume_Pressure,0.618421052631579,0.5787530762920426,0.5714285714285714,0.5721219180741604,0
ATR RSI_14 Bearish_Momentum Bearish_Crossover High_Volatility,0.5921052631578947,0.5589569160997732,0.5580357142857143,0.5583880037488285,0
ATR RSI_14 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.47368421052631576,0.4593837535014006,0.45684523809523814,0.4551971326164874,0
ATR RSI_14 Bearish_Momentum High_Volatility Volume_Pressure,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
ATR RSI_14 Bearish_Crossover High_Volatility Volume_Pressure,0.6052631578947368,0.5707692307692308,0.5684523809523809,0.5691609977324263,0
ATR SMA_10 SMA_30 Bullish_Momentum Bearish_Momentum,0.5131578947368421,0.4885304659498208,0.48809523809523814,0.48751594678330595,0
ATR SMA_10 SMA_30 Bullish_Momentum Bearish_Crossover,0.4473684210526316,0.4247159090909091,0.42113095238095244,0.4217391304347826,0
ATR SMA_10 SMA_30 Bullish_Momentum High_Volatility,0.47368421052631576,0.43452380952380953,0.43452380952380953,0.43452380952380953,0
ATR SMA_10 SMA_30 Bullish_Momentum Volume_Pressure,0.4473684210526316,0.41594202898550725,0.41369047619047616,0.4145267791636097,0
ATR SMA_10 SMA_30 Bearish_Momentum Bearish_Crossover,0.5263157894736842,0.4910714285714286,0.4910714285714286,0.4910714285714286,0
ATR SMA_10 SMA_30 Bearish_Momentum High_Volatility,0.5131578947368421,0.4727891156462585,0.4732142857142857,0.47291471415182756,0
ATR SMA_10 SMA_30 Bearish_Momentum Volume_Pressure,0.5263157894736842,0.4910714285714286,0.4910714285714286,0.4910714285714286,0
ATR SMA_10 SMA_30 Bearish_Crossover High_Volatility,0.47368421052631576,0.4246153846153846,0.4270833333333333,0.42554799697656837,0
ATR SMA_10 SMA_30 Bearish_Crossover Volume_Pressure,0.5657894736842105,0.5086580086580086,0.5074404761904762,0.5030711313651675,0
ATR SMA_10 SMA_30 High_Volatility Volume_Pressure,0.5263157894736842,0.47435897435897434,0.47619047619047616,0.4738461538461538,0
ATR SMA_10 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.5394736842105263,0.5225510923185341,0.5238095238095238,0.5208070617906684,0
ATR SMA_10 Bullish_Momentum Bearish_Momentum High_Volatility,0.5526315789473685,0.5123076923076924,0.5119047619047619,0.5117157974300831,0
ATR SMA_10 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.5263157894736842,0.4910714285714286,0.4910714285714286,0.4910714285714286,0
ATR SMA_10 Bullish_Momentum Bearish_Crossover High_Volatility,0.5,0.45384615384615384,0.45535714285714285,0.45427059712774,0
ATR SMA_10 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5394736842105263,0.5088041085840058,0.5089285714285714,0.5087719298245613,0
ATR SMA_10 Bullish_Momentum High_Volatility Volume_Pressure,0.5657894736842105,0.5164068908941756,0.5148809523809524,0.5131042516016308,0
ATR SMA_10 Bearish_Momentum Bearish_Crossover High_Volatility,0.5394736842105263,0.5088041085840058,0.5089285714285714,0.5087719298245613,0
ATR SMA_10 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5123076923076924,0.5119047619047619,0.5117157974300831,0
ATR SMA_10 Bearish_Momentum High_Volatility Volume_Pressure,0.5394736842105263,0.485233798195242,0.48660714285714285,0.4835954183653659,0
ATR SMA_10 Bearish_Crossover High_Volatility Volume_Pressure,0.5657894736842105,0.5164068908941756,0.5148809523809524,0.5131042516016308,0
ATR SMA_30 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.4473684210526316,0.4327731092436975,0.4285714285714286,0.42795698924731185,0
ATR SMA_30 Bullish_Momentum Bearish_Momentum High_Volatility,0.5,0.47101449275362317,0.47023809523809523,0.4702861335289802,0
ATR SMA_30 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.5131578947368421,0.48092443140132063,0.48065476190476186,0.4807017543859649,0
ATR SMA_30 Bullish_Momentum Bearish_Crossover High_Volatility,0.5,0.46279761904761907,0.46279761904761907,0.46279761904761907,0
ATR SMA_30 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5,0.46279761904761907,0.46279761904761907,0.46279761904761907,0
ATR SMA_30 Bullish_Momentum High_Volatility Volume_Pressure,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
ATR SMA_30 Bearish_Momentum Bearish_Crossover High_Volatility,0.5263157894736842,0.47435897435897434,0.47619047619047616,0.4738461538461538,0
ATR SMA_30 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5123076923076924,0.5119047619047619,0.5117157974300831,0
ATR SMA_30 Bearish_Momentum High_Volatility Volume_Pressure,0.4868421052631579,0.43411764705882355,0.4375,0.4351057747284163,0
ATR SMA_30 Bearish_Crossover High_Volatility Volume_Pressure,0.5526315789473685,0.49663299663299665,0.49702380952380953,0.4933333333333334,0
ATR Bullish_Momentum Bearish_Momentum Bearish_Crossover High_Volatility,0.5526315789473685,0.5392156862745098,0.5416666666666667,0.5369175627240144,0
ATR Bullish_Momentum Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5921052631578947,0.5822299651567944,0.5877976190476191,0.5798109505974673,0
ATR Bullish_Momentum Bearish_Momentum High_Volatility Volume_Pressure,0.5263157894736842,0.49855072463768113,0.49851190476190477,0.49816581071166544,0
ATR Bullish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5263157894736842,0.5056818181818181,0.5059523809523809,0.5043478260869565,0
ATR Bearish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5789473684210527,0.5415384615384615,0.5401785714285714,0.5404383975812547,0
OBV RSI_14 SMA_10 SMA_30 Bullish_Momentum,0.5657894736842105,0.5493305144467935,0.5520833333333333,0.5481895154026302,0
OBV RSI_14 SMA_10 SMA_30 Bearish_Momentum,0.5263157894736842,0.4910714285714286,0.4910714285714286,0.4910714285714286,0
OBV RSI_14 SMA_10 SMA_30 Bearish_Crossover,0.5,0.4859943977591037,0.48511904761904756,0.4824372759856631,0
OBV RSI_14 SMA_10 SMA_30 High_Volatility,0.5526315789473685,0.5326704545454546,0.5342261904761905,0.5318840579710145,0
OBV RSI_14 SMA_10 SMA_30 Volume_Pressure,0.5789473684210527,0.5722222222222222,0.5773809523809523,0.5681818181818182,0
OBV RSI_14 SMA_10 Bullish_Momentum Bearish_Momentum,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
OBV RSI_14 SMA_10 Bullish_Momentum Bearish_Crossover,0.5657894736842105,0.5302343159486016,0.5297619047619048,0.5298969072164949,0
OBV RSI_14 SMA_10 Bullish_Momentum High_Volatility,0.5526315789473685,0.5260869565217392,0.5267857142857143,0.5260454878943508,0
OBV RSI_14 SMA_10 Bullish_Momentum Volume_Pressure,0.5789473684210527,0.5415384615384615,0.5401785714285714,0.5404383975812547,0
OBV RSI_14 SMA_10 Bearish_Momentum Bearish_Crossover,0.618421052631579,0.5924431401320617,0.59375,0.5929824561403509,0
OBV RSI_14 SMA_10 Bearish_Momentum High_Volatility,0.6052631578947368,0.5707692307692308,0.5684523809523809,0.5691609977324263,0
OBV RSI_14 SMA_10 Bearish_Momentum Volume_Pressure,0.5657894736842105,0.5366837857666911,0.5372023809523809,0.5368421052631578,0
OBV RSI_14 SMA_10 Bearish_Crossover High_Volatility,0.5921052631578947,0.5645634629493763,0.5654761904761905,0.5649122807017544,0
OBV RSI_14 SMA_10 Bearish_Crossover Volume_Pressure,0.5789473684210527,0.5658263305322129,0.5699404761904762,0.5641577060931899,0
OBV RSI_14 SMA_10 High_Volatility Volume_Pressure,0.5657894736842105,0.5235294117647059,0.5223214285714286,0.5220125786163523,0
OBV RSI_14 SMA_30 Bullish_Momentum Bearish_Momentum,0.5131578947368421,0.48092443140132063,0.48065476190476186,0.4807017543859649,0
OBV RSI_14 SMA_30 Bullish_Momentum Bearish_Crossover,0.5131578947368421,0.48092443140132063,0.48065476190476186,0.4807017543859649,0
OBV RSI_14 SMA_30 Bullish_Momentum High_Volatility,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
OBV RSI_14 SMA_30 Bullish_Momentum Volume_Pressure,0.5131578947368421,0.4885304659498208,0.48809523809523814,0.48751594678330595,0
OBV RSI_14 SMA_30 Bearish_Momentum Bearish_Crossover,0.5,0.4786931818181818,0.4776785714285714,0.47681159420289854,0
OBV RSI_14 SMA_30 Bearish_Momentum High_Volatility,0.5,0.4786931818181818,0.4776785714285714,0.47681159420289854,0
OBV RSI_14 SMA_30 Bearish_Momentum Volume_Pressure,0.5394736842105263,0.5225510923185341,0.5238095238095238,0.5208070617906684,0
OBV RSI_14 SMA_30 Bearish_Crossover High_Volatility,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
OBV RSI_14 SMA_30 Bearish_Crossover Volume_Pressure,0.5789473684210527,0.5596590909090908,0.5625,0.5594202898550724,0
OBV RSI_14 SMA_30 High_Volatility Volume_Pressure,0.5526315789473685,0.5123076923076924,0.5119047619047619,0.5117157974300831,0
OBV RSI_14 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.47368421052631576,0.45170454545454547,0.44940476190476186,0.4492753623188406,0
OBV RSI_14 Bullish_Momentum Bearish_Momentum High_Volatility,0.5131578947368421,0.4885304659498208,0.48809523809523814,0.48751594678330595,0
OBV RSI_14 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.5526315789473685,0.5326704545454546,0.5342261904761905,0.5318840579710145,0
OBV RSI_14 Bullish_Momentum Bearish_Crossover High_Volatility,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
OBV RSI_14 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5394736842105263,0.5157706093189964,0.5163690476190476,0.5152177874977218,0
OBV RSI_14 Bullish_Momentum High_Volatility Volume_Pressure,0.5263157894736842,0.49855072463768113,0.49851190476190477,0.49816581071166544,0
OBV RSI_14 Bearish_Momentum Bearish_Crossover High_Volatility,0.5657894736842105,0.543010752688172,0.5446428571428572,0.5429196282121378,0
OBV RSI_14 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5392156862745098,0.5416666666666667,0.5369175627240144,0
OBV RSI_14 Bearish_Momentum High_Volatility Volume_Pressure,0.5131578947368421,0.4885304659498208,0.48809523809523814,0.48751594678330595,0
OBV RSI_14 Bearish_Crossover High_Volatility Volume_Pressure,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
OBV SMA_10 SMA_30 Bullish_Momentum Bearish_Momentum,0.6447368421052632,0.6296687808315715,0.6369047619047619,0.6303368762385155,0
OBV SMA_10 SMA_30 Bullish_Momentum Bearish_Crossover,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
OBV SMA_10 SMA_30 Bullish_Momentum High_Volatility,0.6578947368421053,0.645658263305322,0.6547619047619048,0.6458781362007169,0
OBV SMA_10 SMA_30 Bullish_Momentum Volume_Pressure,0.5657894736842105,0.5366837857666911,0.5372023809523809,0.5368421052631578,0
OBV SMA_10 SMA_30 Bearish_Momentum Bearish_Crossover,0.6447368421052632,0.6129411764705883,0.6071428571428572,0.6089193825042881,0
OBV SMA_10 SMA_30 Bearish_Momentum High_Volatility,0.6578947368421053,0.636231884057971,0.6398809523809523,0.6375641966250917,0
OBV SMA_10 SMA_30 Bearish_Momentum Volume_Pressure,0.631578947368421,0.5961538461538461,0.5892857142857143,0.5907692307692307,0
OBV SMA_10 SMA_30 Bearish_Crossover High_Volatility,0.618421052631579,0.5876795162509448,0.5863095238095238,0.5868791002811622,0
OBV SMA_10 SMA_30 Bearish_Crossover Volume_Pressure,0.6710526315789473,0.6482024944974321,0.6502976190476191,0.6491228070175439,0
OBV SMA_10 SMA_30 High_Volatility Volume_Pressure,0.6447368421052632,0.6129411764705883,0.6071428571428572,0.6089193825042881,0
OBV SMA_10 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.6052631578947368,0.592436974789916,0.5982142857142857,0.5913978494623656,0
OBV SMA_10 Bullish_Momentum Bearish_Momentum High_Volatility,0.631578947368421,0.6190476190476191,0.6264880952380952,0.6186379928315412,0
OBV SMA_10 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.5526315789473685,0.5326704545454546,0.5342261904761905,0.5318840579710145,0
OBV SMA_10 Bullish_Momentum Bearish_Crossover High_Volatility,0.6052631578947368,0.592436974789916,0.5982142857142857,0.5913978494623656,0
OBV SMA_10 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5921052631578947,0.5761099365750528,0.5803571428571428,0.575571969014592,0
OBV SMA_10 Bullish_Momentum High_Volatility Volume_Pressure,0.5921052631578947,0.5702508960573477,0.5729166666666667,0.5706214689265536,0
OBV SMA_10 Bearish_Momentum Bearish_Crossover High_Volatility,0.6842105263157895,0.6722689075630253,0.6830357142857143,0.6731182795698925,0
OBV SMA_10 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.6842105263157895,0.6607142857142857,0.6607142857142857,0.6607142857142857,0
OBV SMA_10 Bearish_Momentum High_Volatility Volume_Pressure,0.6447368421052632,0.6164021164021164,0.6145833333333333,0.6153701968134958,0
OBV SMA_10 Bearish_Crossover High_Volatility Volume_Pressure,0.6710526315789473,0.6482024944974321,0.6502976190476191,0.6491228070175439,0
OBV SMA_30 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.5263157894736842,0.5126050420168067,0.5133928571428572,0.5096774193548388,0
OBV SMA_30 Bullish_Momentum Bearish_Momentum High_Volatility,0.5263157894736842,0.5126050420168067,0.5133928571428572,0.5096774193548388,0
OBV SMA_30 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.4868421052631579,0.4612903225806452,0.4598214285714286,0.45981410606889006,0
OBV SMA_30 Bullish_Momentum Bearish_Crossover High_Volatility,0.5921052631578947,0.5761099365750528,0.5803571428571428,0.575571969014592,0
OBV SMA_30 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5260869565217392,0.5267857142857143,0.5260454878943508,0
OBV SMA_30 Bullish_Momentum High_Volatility Volume_Pressure,0.5394736842105263,0.5157706093189964,0.5163690476190476,0.5152177874977218,0
OBV SMA_30 Bearish_Momentum Bearish_Crossover High_Volatility,0.618421052631579,0.5876795162509448,0.5863095238095238,0.5868791002811622,0
OBV SMA_30 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5921052631578947,0.5645634629493763,0.5654761904761905,0.5649122807017544,0
OBV SMA_30 Bearish_Momentum High_Volatility Volume_Pressure,0.618421052631579,0.5876795162509448,0.5863095238095238,0.5868791002811622,0
OBV SMA_30 Bearish_Crossover High_Volatility Volume_Pressure,0.6447368421052632,0.6129411764705883,0.6071428571428572,0.6089193825042881,0
OBV Bullish_Momentum Bearish_Momentum Bearish_Crossover High_Volatility,0.5657894736842105,0.5693000693000694,0.5744047619047619,0.5596136962247586,0
OBV Bullish_Momentum Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5657894736842105,0.543010752688172,0.5446428571428572,0.5429196282121378,0
OBV Bullish_Momentum Bearish_Momentum High_Volatility Volume_Pressure,0.5526315789473685,0.5326704545454546,0.5342261904761905,0.5318840579710145,0
OBV Bullish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5789473684210527,0.5596590909090908,0.5625,0.5594202898550724,0
OBV Bearish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.618421052631579,0.5876795162509448,0.5863095238095238,0.5868791002811622,0
RSI_14 SMA_10 SMA_30 Bullish_Momentum Bearish_Momentum,0.5394736842105263,0.5157706093189964,0.5163690476190476,0.5152177874977218,0
RSI_14 SMA_10 SMA_30 Bullish_Momentum Bearish_Crossover,0.5394736842105263,0.50151171579743,0.5014880952380952,0.5014058106841612,0
RSI_14 SMA_10 SMA_30 Bullish_Momentum High_Volatility,0.5263157894736842,0.49855072463768113,0.49851190476190477,0.49816581071166544,0
RSI_14 SMA_10 SMA_30 Bullish_Momentum Volume_Pressure,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
RSI_14 SMA_10 SMA_30 Bearish_Momentum Bearish_Crossover,0.5263157894736842,0.4910714285714286,0.4910714285714286,0.4910714285714286,0
RSI_14 SMA_10 SMA_30 Bearish_Momentum High_Volatility,0.5131578947368421,0.48092443140132063,0.48065476190476186,0.4807017543859649,0
RSI_14 SMA_10 SMA_30 Bearish_Momentum Volume_Pressure,0.5657894736842105,0.5235294117647059,0.5223214285714286,0.5220125786163523,0
RSI_14 SMA_10 SMA_30 Bearish_Crossover High_Volatility,0.5394736842105263,0.5088041085840058,0.5089285714285714,0.5087719298245613,0
RSI_14 SMA_10 SMA_30 Bearish_Crossover Volume_Pressure,0.5263157894736842,0.4910714285714286,0.4910714285714286,0.4910714285714286,0
RSI_14 SMA_10 SMA_30 High_Volatility Volume_Pressure,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
RSI_14 SMA_10 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.5,0.47101449275362317,0.47023809523809523,0.4702861335289802,0
RSI_14 SMA_10 Bullish_Momentum Bearish_Momentum High_Volatility,0.5789473684210527,0.5476190476190476,0.5476190476190476,0.5476190476190476,0
RSI_14 SMA_10 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.5394736842105263,0.5157706093189964,0.5163690476190476,0.5152177874977218,0
RSI_14 SMA_10 Bullish_Momentum Bearish_Crossover High_Volatility,0.5263157894736842,0.49855072463768113,0.49851190476190477,0.49816581071166544,0
RSI_14 SMA_10 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5193452380952381,0.5193452380952381,0.5193452380952381,0
RSI_14 SMA_10 Bullish_Momentum High_Volatility Volume_Pressure,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
RSI_14 SMA_10 Bearish_Momentum Bearish_Crossover High_Volatility,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
RSI_14 SMA_10 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5657894736842105,0.5366837857666911,0.5372023809523809,0.5368421052631578,0
RSI_14 SMA_10 Bearish_Momentum High_Volatility Volume_Pressure,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
RSI_14 SMA_10 Bearish_Crossover High_Volatility Volume_Pressure,0.5657894736842105,0.5302343159486016,0.5297619047619048,0.5298969072164949,0
RSI_14 SMA_30 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.5394736842105263,0.50151171579743,0.5014880952380952,0.5014058106841612,0
RSI_14 SMA_30 Bullish_Momentum Bearish_Momentum High_Volatility,0.5921052631578947,0.5533333333333333,0.5505952380952381,0.5509815132456641,0
RSI_14 SMA_30 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.5,0.4859943977591037,0.48511904761904756,0.4824372759856631,0
RSI_14 SMA_30 Bullish_Momentum Bearish_Crossover High_Volatility,0.5394736842105263,0.5088041085840058,0.5089285714285714,0.5087719298245613,0
RSI_14 SMA_30 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.5263157894736842,0.5056818181818181,0.5059523809523809,0.5043478260869565,0
RSI_14 SMA_30 Bullish_Momentum High_Volatility Volume_Pressure,0.5526315789473685,0.5260869565217392,0.5267857142857143,0.5260454878943508,0
RSI_14 SMA_30 Bearish_Momentum Bearish_Crossover High_Volatility,0.5789473684210527,0.5476190476190476,0.5476190476190476,0.5476190476190476,0
RSI_14 SMA_30 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5260869565217392,0.5267857142857143,0.5260454878943508,0
RSI_14 SMA_30 Bearish_Momentum High_Volatility Volume_Pressure,0.5789473684210527,0.5476190476190476,0.5476190476190476,0.5476190476190476,0
RSI_14 SMA_30 Bearish_Crossover High_Volatility Volume_Pressure,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
RSI_14 Bullish_Momentum Bearish_Momentum Bearish_Crossover High_Volatility,0.5263157894736842,0.5126050420168067,0.5133928571428572,0.5096774193548388,0
RSI_14 Bullish_Momentum Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5394736842105263,0.5292682926829269,0.53125,0.5255930087390761,0
RSI_14 Bullish_Momentum Bearish_Momentum High_Volatility Volume_Pressure,0.5526315789473685,0.5326704545454546,0.5342261904761905,0.5318840579710145,0
RSI_14 Bullish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5394736842105263,0.5225510923185341,0.5238095238095238,0.5208070617906684,0
RSI_14 Bearish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5263157894736842,0.5056818181818181,0.5059523809523809,0.5043478260869565,0
SMA_10 SMA_30 Bullish_Momentum Bearish_Momentum Bearish_Crossover,0.5,0.4930555555555556,0.49255952380952384,0.48721590909090906,0
SMA_10 SMA_30 Bullish_Momentum Bearish_Momentum High_Volatility,0.47368421052631576,0.4666666666666667,0.4642857142857143,0.4602272727272727,0
SMA_10 SMA_30 Bullish_Momentum Bearish_Momentum Volume_Pressure,0.4868421052631579,0.47630662020905923,0.47470238095238093,0.47137506688068487,0
SMA_10 SMA_30 Bullish_Momentum Bearish_Crossover High_Volatility,0.4473684210526316,0.4247159090909091,0.42113095238095244,0.4217391304347826,0
SMA_10 SMA_30 Bullish_Momentum Bearish_Crossover Volume_Pressure,0.47368421052631576,0.4736842105263158,0.47172619047619047,0.46441155743481327,0
SMA_10 SMA_30 Bullish_Momentum High_Volatility Volume_Pressure,0.47368421052631576,0.4593837535014006,0.45684523809523814,0.4551971326164874,0
SMA_10 SMA_30 Bearish_Momentum Bearish_Crossover High_Volatility,0.4473684210526316,0.41594202898550725,0.41369047619047616,0.4145267791636097,0
SMA_10 SMA_30 Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5526315789473685,0.5326704545454546,0.5342261904761905,0.5318840579710145,0
SMA_10 SMA_30 Bearish_Momentum High_Volatility Volume_Pressure,0.5131578947368421,0.49577167019027485,0.4955357142857143,0.4934246081787066,0
SMA_10 SMA_30 Bearish_Crossover High_Volatility Volume_Pressure,0.5,0.4786931818181818,0.4776785714285714,0.47681159420289854,0
SMA_10 Bullish_Momentum Bearish_Momentum Bearish_Crossover High_Volatility,0.5789473684210527,0.5861111111111111,0.5922619047619048,0.5742296918767507,0
SMA_10 Bullish_Momentum Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5263157894736842,0.5333333333333333,0.5357142857142857,0.5210084033613446,0
SMA_10 Bullish_Momentum Bearish_Momentum High_Volatility Volume_Pressure,0.5657894736842105,0.5623700623700624,0.5669642857142857,0.556498673740053,0
SMA_10 Bullish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5657894736842105,0.5693000693000694,0.5744047619047619,0.5596136962247586,0
SMA_10 Bearish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5789473684210527,0.5658263305322129,0.5699404761904762,0.5641577060931899,0
SMA_30 Bullish_Momentum Bearish_Momentum Bearish_Crossover High_Volatility,0.4342105263157895,0.42334494773519166,0.4181547619047619,0.41715712502229363,0
SMA_30 Bullish_Momentum Bearish_Momentum Bearish_Crossover Volume_Pressure,0.5,0.4859943977591037,0.48511904761904756,0.4824372759856631,0
SMA_30 Bullish_Momentum Bearish_Momentum High_Volatility Volume_Pressure,0.47368421052631576,0.4593837535014006,0.45684523809523814,0.4551971326164874,0
SMA_30 Bullish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5131578947368421,0.49577167019027485,0.4955357142857143,0.4934246081787066,0
SMA_30 Bearish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.5263157894736842,0.49855072463768113,0.49851190476190477,0.49816581071166544,0
Bullish_Momentum Bearish_Momentum Bearish_Crossover High_Volatility Volume_Pressure,0.6842105263157895,0.6625,0.6160714285714286,0.6161616161616161,1
ATR OBV RSI_14 SMA_10 SMA_30 Bullish_Momentum,0.4868421052631579,0.4530447542186353,0.45238095238095244,0.4526315789473684,0
ATR OBV RSI_14 SMA_10 SMA_30 Bearish_Momentum,0.5789473684210527,0.5476190476190476,0.5476190476190476,0.5476190476190476,0
ATR OBV RSI_14 SMA_10 SMA_30 Bearish_Crossover,0.5,0.4439102564102564,0.4479166666666667,0.44461538461538463,0
ATR OBV RSI_14 SMA_10 SMA_30 High_Volatility,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
ATR OBV RSI_14 SMA_10 SMA_30 Volume_Pressure,0.5526315789473685,0.5048076923076923,0.5044642857142857,0.5030769230769231,0
ATR OBV RSI_14 SMA_10 Bullish_Momentum Bearish_Momentum,0.5131578947368421,0.4727891156462585,0.4732142857142857,0.47291471415182756,0
ATR OBV RSI_14 SMA_10 Bullish_Momentum Bearish_Crossover,0.5789473684210527,0.5536231884057972,0.5550595238095238,0.553925165077036,0
ATR OBV RSI_14 SMA_10 Bullish_Momentum High_Volatility,0.5526315789473685,0.5123076923076924,0.5119047619047619,0.5117157974300831,0
ATR OBV RSI_14 SMA_10 Bullish_Momentum Volume_Pressure,0.5263157894736842,0.48307692307692307,0.48363095238095244,0.48299319727891155,0
ATR OBV RSI_14 SMA_10 Bearish_Momentum Bearish_Crossover,0.5,0.45384615384615384,0.45535714285714285,0.45427059712774,0
